rail_id	run_accession	sample_accession	experiment_accession	study_accession	submission_accession	sra_ID	run_ID	run_alias	run_date	updated_date	spots	bases	run_center	experiment_name	run_attribute	experiment_ID	experiment_alias	experiment_title	study_name	sample_name	design_description	library_name	library_strategy	library_source	library_selection	library_layout	library_construction_protocol	read_spec	platform	instrument_model	platform_parameters	experiment_url_link	experiment_attribute	sample_ID	sample_alias	taxon_id	common_name	description	sample_url_link	sample_attribute	study_ID	study_alias	study_title	study_type	study_abstract	center_project_name	study_description	study_url_link	study_attribute	related_studies	primary_study	submission_ID	submission_comment	submission_center	submission_lab	submission_date	sradb_updated	layout	cell_type	tissue	cell_line	strain	age	disease	population	sex	source_name	project	sample	experiment	run	read_count_as_reported_by_sra	reads_downloaded	proportion_of_reads_reported_by_sra_downloaded	paired_end	sra_misreported_paired_end	mapped_read_count	auc	sharq_beta_tissue	sharq_beta_cell_type	biosample_submission_date	biosample_publication_date	biosample_update_date	avg_read_length	geo_accession	bigwig_file	title	characteristics	junction_count	junction_coverage	junction_avg_coverage
4561	SRR2313116	SRS1060778	SRX1210962	SRP063493	SRA296861	2557071	2225717	GSM1872104_r1	NA	2015-09-11	38956735	7012212300	NA	GSM1872104	NA	1944696	GSM1872104	GSM1872104: Panc10.05 #3; Homo sapiens; RNA-Seq	GSE72790	NA	NA	NA	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED -	Total RNA was harvested and Poly A selected RNA libraries were prepared for sequencing using standard Illumina protocols	NA	ILLUMINA	Illumina HiSeq 2000	INSTRUMENT_MODEL: Illumina HiSeq 2000	NA	GEO Accession: GSM1872104	1662748	GSM1872104	9606	NA	NA	NA	source_name: Pancreas || biomaterial_provider: American Type Culture Collection || cell line: Panc10.05	68837	GSE72790	Cancer associated SF3B1 hotspot mutations induce cryptic 3' splice site selection through use of a different branch point	Other	Recurrent mutations in the spliceosome are observed in several human cancers but their functional and therapeutic significance remain elusive. SF3B1, the most frequently mutated component of the spliceosome in cancer, is involved in the recognition of the branch point sequence (BPS) during selection of the 3Ã¢â‚¬â„¢ splice site (ss) in RNA splicing. Here, we report that common and tumor-specific splicing aberrations are induced by SF3B1 mutations and establish aberrant 3Ã¢â‚¬â„¢ ss selection as the most frequent splicing defect. Strikingly, mutant SF3B1 utilizes a BPS that differs from that used by wild-type SF3B1 and requires the canonical 3Ã¢â‚¬â„¢ ss to enable aberrant splicing during the second step. Approximately 50% of the aberrantly spliced mRNAs are subjected to nonsense-mediated decay resulting in downregulation of gene and protein expression. These findings ascribe functional significance to the consequences of SF3B1 mutations in cancer. Overall design: 72 samples, including two sets of patient data and cell lines with two additional technical replicates each	GSE72790	NA	NA	NA	NA	NA	491545	submission brokered by GEO	GEO	NA	NA	2018-02-15 18:13:00	PAIRED	NA	NA	PANC10.05	NA	NA	NA	NA	NA	PANCREAS	SRP063493	SRS1060778	SRX1210962	SRR2313116	77913470	77913470	1	TRUE	FALSE	77713088	6884959408	NA	NA	2015-09-08T12:07:06.000	2015-09-09T01:25:42.903	2015-09-09T08:18:39.263	180	GSM1872104	SRR2313116.bw	Panc10.05 #3	cell line: Panc10.05	233048	11524916	49.4529710617555
5065	SRR2313113	SRS1060780	SRX1210959	SRP063493	SRA296861	2557097	2225714	GSM1872101_r1	NA	2015-09-11	38823757	6988276260	NA	GSM1872101	NA	1944693	GSM1872101	GSM1872101: AsPC1 #3; Homo sapiens; RNA-Seq	GSE72790	NA	NA	NA	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED -	Total RNA was harvested and Poly A selected RNA libraries were prepared for sequencing using standard Illumina protocols	NA	ILLUMINA	Illumina HiSeq 2000	INSTRUMENT_MODEL: Illumina HiSeq 2000	NA	GEO Accession: GSM1872101	1662750	GSM1872101	9606	NA	NA	NA	source_name: Pancreas || biomaterial_provider: American Type Culture Collection || cell line: AsPC1	68837	GSE72790	Cancer associated SF3B1 hotspot mutations induce cryptic 3' splice site selection through use of a different branch point	Other	Recurrent mutations in the spliceosome are observed in several human cancers but their functional and therapeutic significance remain elusive. SF3B1, the most frequently mutated component of the spliceosome in cancer, is involved in the recognition of the branch point sequence (BPS) during selection of the 3Ã¢â‚¬â„¢ splice site (ss) in RNA splicing. Here, we report that common and tumor-specific splicing aberrations are induced by SF3B1 mutations and establish aberrant 3Ã¢â‚¬â„¢ ss selection as the most frequent splicing defect. Strikingly, mutant SF3B1 utilizes a BPS that differs from that used by wild-type SF3B1 and requires the canonical 3Ã¢â‚¬â„¢ ss to enable aberrant splicing during the second step. Approximately 50% of the aberrantly spliced mRNAs are subjected to nonsense-mediated decay resulting in downregulation of gene and protein expression. These findings ascribe functional significance to the consequences of SF3B1 mutations in cancer. Overall design: 72 samples, including two sets of patient data and cell lines with two additional technical replicates each	GSE72790	NA	NA	NA	NA	NA	491545	submission brokered by GEO	GEO	NA	NA	2018-02-15 18:13:00	PAIRED	NA	NA	ASPC1	NA	NA	NA	NA	NA	PANCREAS	SRP063493	SRS1060780	SRX1210959	SRR2313113	77647514	77647514	1	TRUE	FALSE	77091961	6897338779	NA	NA	2015-09-08T12:07:03.000	2015-09-09T01:26:59.907	2015-09-09T08:18:35.743	180	GSM1872101	SRR2313113.bw	AsPC1 #3	cell line: AsPC1	196399	9915631	50.4871766149522
5090	SRR1105579	SRS527279	SRX423307	SRP033115	SRA111602	1839104	1529651	426-271	NA	2014-11-20	38939449	5763038452	NA	NA	NA	1335912	SF3B1 mutation in breast cancer Sample 426-271	SF3B1 wildtype Sample 426-271	NA	NA	NA	426-271	RNA-Seq	TRANSCRIPTOMIC	other	PAIRED - NOMINAL_LENGTH: 272;	NA	READ_INDEX: 0; READ_CLASS: Application Read; READ_TYPE: Forward; BASE_COORD: 1 || READ_INDEX: 1; READ_CLASS: Application Read; READ_TYPE: Reverse; BASE_COORD: 75	ILLUMINA	Illumina HiSeq 2000	INSTRUMENT_MODEL: Illumina HiSeq 2000	NA	NA	1120478	426-271	9606	NA	NA	NA	anonymized_name: Sample_A20_0002 || body_site: Breast || sex: Female || SF3B1 K700E mutation status: Wildtype	42437	PRJNA229096	SF3B1 mutations in Breast Cancer	Transcriptome Analysis	SF3B1 mutations in Breast Cancer	Homo sapiens	NA	NA	NA	NA	NA	377895	SF3B1 mutation in breast cancer	Instutite of Cancer Research	NA	NA	2018-02-15 18:13:00	PAIRED	NA	NA	NA	NA	NA	NA	NA	F	NA	SRP033115	SRS527279	SRX423307	SRR1105579	77878898	77878898	1	TRUE	FALSE	73112914	5296726558	NA	NA	2013-11-19T06:52:06.950	2014-11-21T06:54:13.460	2014-11-21T06:54:13.460	148	NA	SRR1105579.bw	NA	NA	169748	2359980	13.9028442161321
5581	SRR2313101	SRS1060792	SRX1210947	SRP063493	SRA296861	2557087	2225702	GSM1872089_r1	NA	2015-09-11	41202236	7416402480	NA	GSM1872089	NA	1944681	GSM1872089	GSM1872089: Nalm-6 K700E + CHX #3; Homo sapiens; RNA-Seq	GSE72790	NA	NA	NA	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED -	Total RNA was harvested and Poly A selected RNA libraries were prepared for sequencing using standard Illumina protocols	NA	ILLUMINA	Illumina HiSeq 2000	INSTRUMENT_MODEL: Illumina HiSeq 2000	NA	GEO Accession: GSM1872089	1662762	GSM1872089	9606	NA	NA	NA	source_name: B-cell precursor || biomaterial_provider: Horizon Discovery || cell line: Nalm-6 || sf3b1 mutation: K700E || treatment: CHX	68837	GSE72790	Cancer associated SF3B1 hotspot mutations induce cryptic 3' splice site selection through use of a different branch point	Other	Recurrent mutations in the spliceosome are observed in several human cancers but their functional and therapeutic significance remain elusive. SF3B1, the most frequently mutated component of the spliceosome in cancer, is involved in the recognition of the branch point sequence (BPS) during selection of the 3Ã¢â‚¬â„¢ splice site (ss) in RNA splicing. Here, we report that common and tumor-specific splicing aberrations are induced by SF3B1 mutations and establish aberrant 3Ã¢â‚¬â„¢ ss selection as the most frequent splicing defect. Strikingly, mutant SF3B1 utilizes a BPS that differs from that used by wild-type SF3B1 and requires the canonical 3Ã¢â‚¬â„¢ ss to enable aberrant splicing during the second step. Approximately 50% of the aberrantly spliced mRNAs are subjected to nonsense-mediated decay resulting in downregulation of gene and protein expression. These findings ascribe functional significance to the consequences of SF3B1 mutations in cancer. Overall design: 72 samples, including two sets of patient data and cell lines with two additional technical replicates each	GSE72790	NA	NA	NA	NA	NA	491545	submission brokered by GEO	GEO	NA	NA	2018-02-15 18:13:00	PAIRED	NA	NA	NALM-6	NA	NA	NA	NA	NA	B-CELL PRECURSOR	SRP063493	SRS1060792	SRX1210947	SRR2313101	82404472	82404472	1	TRUE	FALSE	82216432	7271348053	NA	NA	2015-09-08T12:06:50.000	2015-09-09T01:26:42.477	2015-09-09T08:18:33.260	180	GSM1872089	SRR2313101.bw	Nalm-6 K700E + CHX #3	c("cell line: Nalm-6", "sf3b1 mutation: K700E", "treatment: CHX")	256589	12651327	49.3058042238755
6050	SRR2313066	SRS1060827	SRX1210912	SRP063493	SRA296861	2557064	2225667	GSM1872054_r1	NA	2015-09-11	59872466	10777043880	NA	GSM1872054	NA	1944646	GSM1872054	GSM1872054: CLL307; Homo sapiens; RNA-Seq	GSE72790	NA	NA	NA	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED -	Total RNA was harvested and Poly A selected RNA libraries were prepared for sequencing using standard Illumina protocols	NA	ILLUMINA	Illumina HiSeq 2000	INSTRUMENT_MODEL: Illumina HiSeq 2000	NA	GEO Accession: GSM1872054	1662797	GSM1872054	9606	NA	NA	NA	source_name: Bone Marrow || biomaterial_provider: Weill Cornell Medicine || disease state: CLL || sf3b1 mutation: V701F	68837	GSE72790	Cancer associated SF3B1 hotspot mutations induce cryptic 3' splice site selection through use of a different branch point	Other	Recurrent mutations in the spliceosome are observed in several human cancers but their functional and therapeutic significance remain elusive. SF3B1, the most frequently mutated component of the spliceosome in cancer, is involved in the recognition of the branch point sequence (BPS) during selection of the 3Ã¢â‚¬â„¢ splice site (ss) in RNA splicing. Here, we report that common and tumor-specific splicing aberrations are induced by SF3B1 mutations and establish aberrant 3Ã¢â‚¬â„¢ ss selection as the most frequent splicing defect. Strikingly, mutant SF3B1 utilizes a BPS that differs from that used by wild-type SF3B1 and requires the canonical 3Ã¢â‚¬â„¢ ss to enable aberrant splicing during the second step. Approximately 50% of the aberrantly spliced mRNAs are subjected to nonsense-mediated decay resulting in downregulation of gene and protein expression. These findings ascribe functional significance to the consequences of SF3B1 mutations in cancer. Overall design: 72 samples, including two sets of patient data and cell lines with two additional technical replicates each	GSE72790	NA	NA	NA	NA	NA	491545	submission brokered by GEO	GEO	NA	NA	2018-02-15 18:13:00	PAIRED	NA	NA	NA	NA	NA	NA	NA	NA	BONE MARROW	SRP063493	SRS1060827	SRX1210912	SRR2313066	119744932	119744932	1	TRUE	FALSE	119492747	10669439405	NA	NA	2015-09-08T12:05:16.000	2015-11-17T09:57:10.893	2015-11-17T10:01:06.877	180	GSM1872054	SRR2313066.bw	CLL307	c("disease state: CLL", "sf3b1 mutation: V701F")	285084	19538861	68.5372065777104
6184	SRR628582	SRS378242	SRX208363	SRP017413	SRA062359	1644697	1336646	s_2_1_CGATGTA_0708	NA	2013-07-30	14318478	2892332556	NA	NA	NA	1192931	MM010T RNA-SEQ	Transcriptome sequencing of uveal melanoma MM010	NA	NA	NA	NA	RNA-Seq	TRANSCRIPTOMIC	NA	PAIRED - NOMINAL_LENGTH: 300;	NA	READ_INDEX: 0; READ_CLASS: Application Read; READ_TYPE: Forward; BASE_COORD: 1 || READ_INDEX: 1; READ_CLASS: Application Read; READ_TYPE: Reverse; BASE_COORD: 102	ILLUMINA	Illumina HiSeq 2000	INSTRUMENT_MODEL: Illumina HiSeq 2000	NA	NA	996139	MM010T	9606	NA	NA	NA	tissue: Eye || sf3b1 mutation status: R625C || disease: Uveal melanoma || tumor class: Class 1	30930	PRJNA182344	Transcriptome profiling of primary uveal  melanomas	Transcriptome Analysis	Uveal melanoma is the most common primary malignancy of the eye. By studying the expression of genes in primary uveal melanoma tumors we hope to gain an understanding of the underlying molecular biology. Expression analysis between uveal melanoma classes may make particularly important contributions to diagnosis and treatment decisions.	Homo sapiens	NA	NA	NA	NA	NA	345914	NA	Washington University in St. Louis	Bowcock Lab	2012-12-04	2018-02-15 18:13:00	PAIRED	NA	EYE	NA	NA	NA	UVEAL MELANOMA	NA	NA	NA	SRP017413	SRS378242	SRX208363	SRR628582	28636956	28636956	1	TRUE	FALSE	28437601	2849640677	NA	NA	2012-11-29T01:45:14.033	2012-12-03T11:08:40.873	2014-03-06T16:45:58.635	202	NA	SRR628582.bw	NA	NA	168846	5029088	29.7850585740853
7065	SRR1908917	SRS870975	SRX950582	SRP056033	SRA246169	2345912	2017055	GSM1630517_r1	NA	2015-03-12	35029321	7005864200	NA	GSM1630517	NA	1753888	GSM1630517	GSM1630517: Mel202 parental cells repeat #1 minus Shld; Homo sapiens; RNA-Seq	GSE66719	NA	NA	NA	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED -	The gel-free protocol was employed for the TruSeq RNA Sample Prep Kit per manufacturerÃ¢â‚¬â„¢s specifications, and performed on the Beckman Coulter Biomek FXp robotics platform. The standard RNA fragmentation profile was used as recommended by Illumina (94 degrees Celsius for 8 minutes). The PCR-amplified RNA-seq library products were then quantified using the Advanced Analytical Fragment Analyzer Standard Sensitivity NGS Fragment Analysis Kit (catalog number DNF-479). The samples were diluted to 10 nanomolar in Qiagen Elution Buffer (Qiagen material number 1014609), denatured, and loaded at 2.75 picomolar on an Illumina HiSeq2500 in Rapid Run mode using TruSeq Rapid PE Cluster Kit  Ã¢â‚¬â€œ HS (catalog number PE-402-4001) and TruSeq Rapid SBS Kit Ã¢â‚¬â€œ HS (200 cycle) reagents (catalog number FC-402-4001). The RNA-seq libraries were sequenced at 100 base-pair paired-end with a 7-base-pair index using the standard Illumina primers. The sequence intensity files were generated on the instrument using the Illumina Real Time Analysis software. The intensity files were demultiplexed and fastq files created using the CASAVA 1.8.2 software suite.	NA	ILLUMINA	Illumina HiSeq 2500	INSTRUMENT_MODEL: Illumina HiSeq 2500	GEO Sample GSM1630517: http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1630517	GEO Accession: GSM1630517	1481467	GSM1630517	9606	NA	NA	NA	source_name: MEL202 cell line || clone: parental cells repeat #1 || treatment: minus Shld	62881	GSE66719	SF3B1 Degron knockdown RNA-seq	Transcriptome Analysis	Knockdown of mutant and/or wild-type SF3B1 in MEL202 cell line by Degron knock-in, followed by RNA-seq, to identify splicing events governed by mutant SF3B1. Overall design: Control: parental MEL202 cell line. Experiments: mutant-SF3B1 knockdown; wildtype-SF3B1 knockdown; mutant SF3B1 knockout. Treatments: each of these four conditions plus and minus shld.	GSE66719	NA	NA	NA	NA	NA	464671	submission brokered by GEO	GEO	NA	NA	2018-02-15 18:13:00	PAIRED	NA	NA	NA	NA	NA	NA	NA	NA	MEL202 CELL LINE	SRP056033	SRS870975	SRX950582	SRR1908917	70058642	70058642	1	TRUE	FALSE	69793895	6923469431	NA	NA	2015-03-10T07:00:43.660	2015-03-11T01:24:09.730	2015-03-11T01:27:51.737	200	GSM1630517	SRR1908917.bw	Mel202 parental cells repeat #1 minus Shld	c("clone: parental cells repeat #1", "treatment: minus Shld")	244061	14961694	61.303092259722
7066	SRR2313093	SRS1060800	SRX1210939	SRP063493	SRA296861	2557052	2225694	GSM1872081_r1	NA	2015-09-11	38448433	6920717940	NA	GSM1872081	NA	1944673	GSM1872081	GSM1872081: Nalm-6 K700E #1; Homo sapiens; RNA-Seq	GSE72790	NA	NA	NA	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED -	Total RNA was harvested and Poly A selected RNA libraries were prepared for sequencing using standard Illumina protocols	NA	ILLUMINA	Illumina HiSeq 2000	INSTRUMENT_MODEL: Illumina HiSeq 2000	NA	GEO Accession: GSM1872081	1662770	GSM1872081	9606	NA	NA	NA	source_name: B-cell precursor || biomaterial_provider: Horizon Discovery || cell line: Nalm-6 || sf3b1 mutation: K700E	68837	GSE72790	Cancer associated SF3B1 hotspot mutations induce cryptic 3' splice site selection through use of a different branch point	Other	Recurrent mutations in the spliceosome are observed in several human cancers but their functional and therapeutic significance remain elusive. SF3B1, the most frequently mutated component of the spliceosome in cancer, is involved in the recognition of the branch point sequence (BPS) during selection of the 3Ã¢â‚¬â„¢ splice site (ss) in RNA splicing. Here, we report that common and tumor-specific splicing aberrations are induced by SF3B1 mutations and establish aberrant 3Ã¢â‚¬â„¢ ss selection as the most frequent splicing defect. Strikingly, mutant SF3B1 utilizes a BPS that differs from that used by wild-type SF3B1 and requires the canonical 3Ã¢â‚¬â„¢ ss to enable aberrant splicing during the second step. Approximately 50% of the aberrantly spliced mRNAs are subjected to nonsense-mediated decay resulting in downregulation of gene and protein expression. These findings ascribe functional significance to the consequences of SF3B1 mutations in cancer. Overall design: 72 samples, including two sets of patient data and cell lines with two additional technical replicates each	GSE72790	NA	NA	NA	NA	NA	491545	submission brokered by GEO	GEO	NA	NA	2018-02-15 18:13:00	PAIRED	NA	NA	NALM-6	NA	NA	NA	NA	NA	B-CELL PRECURSOR	SRP063493	SRS1060800	SRX1210939	SRR2313093	76896866	76896866	1	TRUE	FALSE	76886127	6879047167	NA	NA	2015-09-08T12:06:42.000	2015-09-09T01:25:32.743	2015-09-09T08:18:31.203	180	GSM1872081	SRR2313093.bw	Nalm-6 K700E #1	c("cell line: Nalm-6", "sf3b1 mutation: K700E")	230830	13609076	58.957137287181
7068	SRR1105610	SRS527283	SRX423311	SRP033115	SRA111602	1839111	1529655	489-393	NA	2014-11-20	44405341	6571990468	NA	NA	NA	1335916	SF3B1 Sample 489-393	SF3B1 wildtype Sample 489-393	NA	NA	NA	489-393	RNA-Seq	TRANSCRIPTOMIC	other	PAIRED - NOMINAL_LENGTH: 285;	NA	READ_INDEX: 0; READ_CLASS: Application Read; READ_TYPE: Forward; BASE_COORD: 1 || READ_INDEX: 1; READ_CLASS: Application Read; READ_TYPE: Reverse; BASE_COORD: 75	ILLUMINA	Illumina HiSeq 2000	INSTRUMENT_MODEL: Illumina HiSeq 2000	NA	NA	1120482	489-393	9606	NA	NA	NA	anonymized_name: Sample_A20_0006 || body_site: Breast || sex: Female || SF3B1 K700E mutation status: Wildtype	42437	PRJNA229096	SF3B1 mutations in Breast Cancer	Transcriptome Analysis	SF3B1 mutations in Breast Cancer	Homo sapiens	NA	NA	NA	NA	NA	377895	SF3B1 mutation in breast cancer	Instutite of Cancer Research	NA	NA	2018-02-15 18:13:00	PAIRED	NA	NA	NA	NA	NA	NA	NA	F	NA	SRP033115	SRS527283	SRX423311	SRR1105610	88810682	88810682	1	TRUE	FALSE	84691556	6165513861	NA	NA	2013-11-19T06:52:07.190	2014-11-21T06:54:13.563	2014-11-21T06:54:13.563	148	NA	SRR1105610.bw	NA	NA	186425	3359984	18.0232479549417
7671	SRR650430	SRS386365	SRX218318	SRP018028	SRA065153	1660127	1352001	GSM1066119_r1	NA	2015-09-07	16809032	3361806400	NA	GSM1066119_1	NA	1202322	GSM1066119_1	GSM1066119: SF3B1 mutant patient #1; Homo sapiens; RNA-Seq	GSE43603	GSM1066119	NA	NA	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED -	NA	NA	ILLUMINA	Illumina HiSeq 2000	INSTRUMENT_MODEL: Illumina HiSeq 2000	GEO Sample: http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1066119	GEO Accession: GSM1066119	1004355	GSM1066119	9606	NA	NA	NA	source_name: bone marrow mononuclear cells || tissue: bone marrow || genotype: SF3B1 somatic heterozygote, H666Q || disease: RARS-T, >15% ring sideroblasts	31555	GSE43603	Differential gene expression and exon usage in bone marrow from RARS patients with SF3B1 somatic mutations compared to healthy patients.	Transcriptome Analysis	SF3B1, splicing factor 3b subunit 1 is a component of the RNA splicing machinery and it has been found to be highly mutated in refractory anemia with ring sideroblasts (RARS) and RARS associated with thrombocytosis (RARS-T). The aim of this study is to investigate the RNA splicing patterns in bone marrow from patients with SF3B1 somatic mutations compared to normal physiologic splicing. We compared the RNA splicing pattern as exon usage, differential gene expression, and pathway analysis with normal splicing Overall design: mRNA profiles, as measured by RNA-Seq, in bone marrow derived mononuclear cells from 2 RARS patients with SF3B1 somatic mutations were compared to the mRNA profile of a normal donor.	GSE43603	NA	NA	NA	NA	NA	347883	submission brokered by GEO	GEO	NA	2013-01-17	2018-02-15 18:13:00	PAIRED	NA	BONE MARROW	NA	NA	NA	RARS-T, >15% RING SIDEROBLASTS	NA	NA	BONE MARROW MONONUCLEAR CELLS	SRP018028	SRS386365	SRX218318	SRR650430	33618064	33618064	1	TRUE	FALSE	32750178	2707151234	bone	marrow	2013-01-17T18:05:06.547	2013-01-22T10:05:08.443	2014-03-06T16:49:07.248	200	GSM1066119	SRR650430.bw	SF3B1 mutant patient #1	c("tissue: bone marrow", "genotype: SF3B1 somatic heterozygote, H666Q", "disease: RARS-T, >15% ring sideroblasts")	106898	2313732	21.6442964321129
